index	example	label_ex	sentiment_ex	review_len	label_counter	sentiment_counter	paired_id	counterfactual
3119	films are made of little moments . changing lanes tries for more . it doesn't reach them , but the effort is gratefully received .	1	positive	25	0	negative	937	None
4130	is red dragon worthy of a place alongside the other hannibal movies ? as hannibal would say , yes , 'it's like having an old friend for dinner' .	1	positive	29	0	negative	938	None
7302	unfortunately , the picture failed to capture me . i found it slow , drab , and bordering on melodramatic .	0	negative	21	1	positive	939	None
228	despite its many infuriating flaws -- not the least of which is amy's self-absorbed personality -- amy's o's honesty will win you over .	1	positive	24	0	negative	940	None
5965	not an objectionable or dull film ; it merely lacks everything except good intentions .	0	negative	15	1	positive	941	None
7650	far too clever by half , howard's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another .	0	negative	37	1	positive	942	None
7439	'sophisticated' viewers who refuse to admit that they don't like it will likely call it 'challenging' to their fellow sophisticates .	0	negative	21	1	positive	943	None
5167	trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible .	0	negative	28	1	positive	944	None
3300	although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .	1	positive	27	0	negative	945	None
1566	a smart , steamy mix of road movie , coming-of-age story and political satire .	1	positive	15	0	negative	946	None
3557	renner ? s face is chillingly unemotive , yet he communicates a great deal in his performance . see it for his performance if nothing else .	1	positive	27	0	negative	947	None
2489	the otherwise good-naturedness of mr . deeds , with its embrace of sheer goofiness and cameos of less- than-likely new york celebrities . . . certainly raises the film above anything sandler's been attached to before .	1	positive	37	0	negative	948	None
8038	"wobbly senegalese updating of "" carmen "" which is best for the stunning star turn by djeinaba diop gai"	0	negative	19	1	positive	949	None
2787	if there's one big point to promises , it's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .	1	positive	30	0	negative	950	None
963	it's a mystery how the movie could be released in this condition .	0	negative	13	1	positive	951	None
1586	'no es la mejor cinta de la serie , ni la mejor con brosnan a la cabeza , pero de que entretiene ni duda cabe . '	1	positive	27	0	negative	952	None
759	the 3d images only enhance the film's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .	1	positive	33	0	negative	953	None
8173	there's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .	0	negative	32	1	positive	954	None
1748	would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic .	1	positive	38	0	negative	955	None
4932	the problem is the needlessly poor quality of its archival prints and film footage . the images lack contrast , are murky and are frequently too dark to be decipherable .	0	negative	31	1	positive	956	None
5291	an unsuccessful attempt at a movie of ideas .	0	negative	9	1	positive	957	None
7048	. . . surprisingly inert for a movie in which the main character travels back and forth between epochs .	0	negative	20	1	positive	958	None
4715	this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines .	0	negative	23	1	positive	959	None
7214	too timid to bring a sense of closure to an ugly chapter of the twentieth century .	0	negative	17	1	positive	960	None
260	intensely romantic , thought-provoking and even an engaging mystery .	1	positive	10	0	negative	961	None
7775	an excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .	0	negative	15	1	positive	962	None
8528	interminably bleak , to say nothing of boring .	0	negative	9	1	positive	963	None
4227	russian ark is a new treasure of the hermitage .	1	positive	10	0	negative	964	None
6320	to say analyze that is de niro's best film since meet the parents sums up the sad state of his recent career .	0	negative	23	1	positive	965	None
8234	in old-fashioned screenwriting parlance , ms . shreve's novel proved too difficult a text to 'lick , ' despite the efforts of a first-rate cast .	0	negative	26	1	positive	966	None
2624	very well written and directed with brutal honesty and respect for its audience .	1	positive	14	0	negative	967	None
3976	it's up to [watts] to lend credibility to this strange scenario , and her presence succeeds in making us believe .	1	positive	21	0	negative	968	None
8419	the script is too mainstream and the psychology too textbook to intrigue .	0	negative	13	1	positive	969	None
7355	distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register .	0	negative	22	1	positive	970	None
5095	more of a career curio than a major work .	0	negative	10	1	positive	971	None
6670	let's cut to the consumer-advice bottom line : stay home .	0	negative	11	1	positive	972	None
923	francophiles will snicker knowingly and you'll want to slap them .	1	positive	11	0	negative	973	None
4481	ver wiel's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless .	0	negative	19	1	positive	974	None
4673	despite suffering a sense-of-humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this .	0	negative	25	1	positive	975	None
2842	not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .	1	positive	27	0	negative	976	None
5503	poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .	0	negative	14	1	positive	977	None
3202	all of it works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely .	1	positive	24	0	negative	978	None
5460	wes craven's presence is felt ; not the craven of 'a nightmare on elm street' or 'the hills have eyes , ' but the sad schlock merchant of 'deadly friend . '	0	negative	32	1	positive	979	None
2538	the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .	1	positive	46	0	negative	980	None
7948	it's at once laughable and compulsively watchable , in its committed dumbness .	0	negative	13	1	positive	981	None
6759	philip k . dick must be turning in his grave , along with my stomach .	0	negative	16	1	positive	982	None
1482	the sort of film that makes me miss hitchcock , but also feel optimistic that there's hope for popular cinema yet .	1	positive	22	0	negative	983	None
464	the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it's as if it all happened only yesterday .	1	positive	31	0	negative	984	None
732	too daft by half . . . but supremely good natured .	0	negative	12	1	positive	985	None
4307	the effort is sincere and the results are honest , but the film is so bleak that it's hardly watchable .	0	negative	21	1	positive	986	None
6299	the film seems a dead weight . the lack of pace kills it , although , in a movie about cancer , this might be apt .	0	negative	27	1	positive	987	None
7720	in between the icy stunts , the actors spout hilarious dialogue about following your dream and 'just letting the mountain tell you what to do . '	0	negative	27	1	positive	988	None
4161	both grant and hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others .	1	positive	37	0	negative	989	None
4421	an awful lot like one of [spears'] music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .	0	negative	39	1	positive	990	None
2826	deflated ending aside , there's much to recommend the film .	1	positive	11	0	negative	991	None
2187	"berry's saucy , full-bodied performance gives this aging series a much needed kick , making "" die another day "" one of the most entertaining bonds in years"	1	positive	28	0	negative	992	None
6006	star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty .	0	negative	38	1	positive	993	None
7281	strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery .	0	negative	18	1	positive	994	None
2345	triple x is a double agent , and he's one bad dude . when you've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed .	1	positive	37	0	negative	995	None
614	seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .	0	negative	21	1	positive	996	None
5179	yes , i suppose it's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i didn't .	0	negative	38	1	positive	997	None
2079	the characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .	1	positive	20	0	negative	998	None
37	ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .	1	positive	14	0	negative	999	None
